SMILES,X1s,Y1s,Category,Ring1_Substituents,Ring2_Substituents,ortho,meta,para,ortho_r2,meta_r2,para_r2
CC[C@H]1OC(=O)[C@H](C)[C@H]2OC/C(=N\Oc3ccc(-c4ccccc4)cc3)CCO[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3NC(=O)O[C@@]31C)[C@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)[C@H]2C,0.386202243,0.772388916,single-ring-substituted,1,0,0,0,1,0,0,0
O=C(c1ccc(-c2ccc(Cl)cc2)cc1)N(CC1CC1)CC1CCCO1,0.135014459,0.897938633,variable-combination,1,1,0,0,1,0,0,1
CCCCc1nn(-c2cc(NC(=O)CCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,0.430256012,0.688635394,variable-combination,1,1,0,0,1,1,0,0
CC(C)c1cnc2c(C(F)(F)F)cccc2c1-c1cccc(-c2cccc(S(C)(=O)=O)c2)c1,0.334907681,0.804426757,variable-combination,1,1,0,1,0,0,1,0
CCCc1ncc(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.278590036,0.904715602,variable-combination,1,1,0,0,1,1,0,0
O=C(O)c1ccc(-c2ccc(CCNC[C@H](O)c3cccnc3)cc2)cc1OC1CCCCC1,0.230139828,0.835732345,poly-substituted,2,1,0,1,1,0,0,1
CNCc1cccc(NC(=O)CN2CCCCC(NC(=O)c3ccc(-c4ccccc4)cc3)C2=O)c1,0.386079453,0.721348946,single-ring-substituted,1,0,0,0,1,0,0,0
CCCCc1nc(SC)c(C(=O)NS(=O)(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)NCCC)cc1,0.458334473,0.813339289,variable-combination,1,1,0,0,1,1,0,0
CC(C)n1cnc2c(NCc3ccc(-c4ccccc4)cc3)nc(NCCCCN)nc21,0.313507755,0.910824609,single-ring-substituted,1,0,0,0,1,0,0,0
CCCCc1nc2ccc(N3CCCCC3=O)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.432332933,0.742565428,variable-combination,1,1,0,0,1,1,0,0
Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1C(=O)/C=C/c1ccc(Cl)cc1,0.381792884,0.837988253,poly-substituted,4,1,2,2,0,0,0,1
CC1CN(Cc2ccc(-c3ccc(-c4nc5ccccc5[nH]4)cc3)cc2)CC(C)O1,0.057493054,0.989838054,variable-combination,1,1,0,0,1,0,0,1
COc1ccc(-c2ccc(Cl)cc2)cc1CC(=O)O,0.156203754,0.893547402,poly-substituted,2,1,0,1,1,0,0,1
COC(=O)[C@H](CSC)NC(=O)c1cc(CNC[C@@H](N)CS)ccc1-c1ccccc1,0.334065049,0.787975648,single-ring-substituted,2,0,1,0,1,0,0,0
CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(CCC2CCCCC2)nc(=O)c2ccccc21,0.300770988,0.886109567,variable-combination,1,1,0,0,1,0,0,1
Cc1c(C2CCN(CCCCNC(=O)c3ccc(-c4ccc(C#N)cc4)cc3)CC2)c2ccccc2n1CCO,0.172197818,0.932951686,variable-combination,1,1,0,0,1,0,0,1
N#Cc1cccc(-c2ccccc2Cc2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)c1,0.41530119,0.915419416,variable-combination,1,1,0,1,0,1,0,0
c1ccc(CN2CCC(NCc3ccc(-c4cccc(CNC5CCCC5)c4)cc3)CC2)cc1,0.4947255,0.66732391,variable-combination,1,1,0,0,1,0,1,0
O=C(NCc1cccc2ccccc12)[C@@H]1CCCN1C(=O)c1ccc(O)c(-c2ccc(Cl)c(Cl)c2)c1,0.116643434,0.944110505,poly-substituted,2,2,1,1,0,0,1,1
COc1ccc(-c2cccc(-c3cc(OC)cc(OC)c3)c2)cc1,0.176424504,0.85561458,poly-substituted,1,2,0,1,0,0,2,0
CCOC(=O)c1c(-c2ccc(-c3ccccc3)cc2)csc1NC(=O)c1ccccc1C(=O)O,0.167317712,0.984871077,single-ring-substituted,1,0,0,0,1,0,0,0
C=C(c1cccc2ccccc12)C1CCC2(CC1)COC(Nc1ccccc1-c1ccccc1)OO2,0.201525736,0.919963938,single-ring-substituted,1,0,1,0,0,0,0,0
O=C(NS(=O)(=O)c1ccc(NCCSc2ccccc2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1,0.4053785,0.860869826,variable-combination,1,1,1,0,0,0,0,1
Cc1ccc(NC(=O)c2ccnc(NC3CCC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1,0.22010196,0.816249311,poly-substituted,2,1,1,1,0,0,0,1
COc1cc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCN1CCCC1,0.481410278,0.747692673,single-ring-substituted,1,0,0,0,1,0,0,0
c1ccc(-c2nn(-c3ccccc3)[n+](-c3ccc(-c4ccc(-[n+]5nc(-c6ccccc6)nn5-c5ccccc5)cc4)cc3)n2)cc1,0.147460088,0.991203091,variable-combination,1,1,0,0,1,0,0,1
CC(c1nnc(Nc2ccc(Br)cc2)[nH]1)c1ccc(-c2ccccc2)cc1F,0.126304557,0.934731156,single-ring-substituted,2,0,0,1,1,0,0,0
CCN(CC)CC(CN(CC)CC)Oc1cc2c(cc1OC)Cc1c-2n[nH]c1-c1ccc(-c2ccc(O)cc2)cc1,0.105872391,0.934742005,variable-combination,1,1,0,0,1,0,0,1
CCCc1nc(C)n2nc(SC)nc2c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.387192043,0.750620722,variable-combination,1,1,0,0,1,1,0,0
